order,family,genus,genus.species
Pleuronectiformes,Bothidae,Engyprosopon,Engyprosopon filimanus
Pleuronectiformes,Bothidae,Engyprosopon,Engyprosopon filipennis
Pleuronectiformes,Bothidae,Engyprosopon,Engyprosopon grandisquama
Pleuronectiformes,Bothidae,Engyprosopon,Engyprosopon hawaiiensis
Pleuronectiformes,Bothidae,Engyprosopon,Engyprosopon hensleyi
Pleuronectiformes,Bothidae,Engyprosopon,Engyprosopon hureaui
Pleuronectiformes,Bothidae,Engyprosopon,Engyprosopon kushimotoensis
Pleuronectiformes,Bothidae,Engyprosopon,Engyprosopon latifrons
Pleuronectiformes,Bothidae,Engyprosopon,Engyprosopon longipelvis
Pleuronectiformes,Bothidae,Engyprosopon,Engyprosopon longipterum
Pleuronectiformes,Bothidae,Engyprosopon,Engyprosopon macrolepis
Pleuronectiformes,Bothidae,Engyprosopon,Engyprosopon maldivensis
Pleuronectiformes,Bothidae,Engyprosopon,Engyprosopon marquisensis
Pleuronectiformes,Bothidae,Engyprosopon,Engyprosopon mogkii
Pleuronectiformes,Bothidae,Engyprosopon,Engyprosopon mozambiquensis
Pleuronectiformes,Bothidae,Engyprosopon,Engyprosopon multisquama
Pleuronectiformes,Bothidae,Engyprosopon,Engyprosopon natalensis
Pleuronectiformes,Bothidae,Engyprosopon,Engyprosopon obliquioculatum
Pleuronectiformes,Bothidae,Engyprosopon,Engyprosopon osculus
Pleuronectiformes,Bothidae,Engyprosopon,Engyprosopon raoulensis
Pleuronectiformes,Bothidae,Engyprosopon,Engyprosopon regani
Pleuronectiformes,Bothidae,Engyprosopon,Engyprosopon rostratum
Pleuronectiformes,Bothidae,Engyprosopon,Engyprosopon sechellensis
Pleuronectiformes,Bothidae,Engyprosopon,Engyprosopon septempes
Pleuronectiformes,Bothidae,Engyprosopon,Engyprosopon vanuatuensis
Pleuronectiformes,Bothidae,Engyprosopon,Engyprosopon xenandrus
Pleuronectiformes,Bothidae,Engyprosopon,Engyprosopon xystrias
Pleuronectiformes,Bothidae,Grammatobothus,Grammatobothus krempfi
Pleuronectiformes,Bothidae,Grammatobothus,Grammatobothus pennatus
Pleuronectiformes,Bothidae,Grammatobothus,Grammatobothus polyophthalmus
Pleuronectiformes,Bothidae,Japonolaeops,Japonolaeops dentatus
Pleuronectiformes,Bothidae,Kamoharaia,Kamoharaia megastoma
Pleuronectiformes,Bothidae,Laeops,Laeops clarus
Pleuronectiformes,Bothidae,Laeops,Laeops cypho
Pleuronectiformes,Bothidae,Laeops,Laeops gracilis
Pleuronectiformes,Bothidae,Laeops,Laeops guentheri
Pleuronectiformes,Bothidae,Laeops,Laeops kitaharae
Pleuronectiformes,Bothidae,Laeops,Laeops macrophthalmus
Pleuronectiformes,Bothidae,Laeops,Laeops natalensis
Pleuronectiformes,Bothidae,Laeops,Laeops nigrescens
Pleuronectiformes,Bothidae,Laeops,Laeops nigromaculatus
Pleuronectiformes,Bothidae,Laeops,Laeops parviceps
Pleuronectiformes,Bothidae,Laeops,Laeops pectoralis
Pleuronectiformes,Bothidae,Laeops,Laeops tungkongensis
Pleuronectiformes,Bothidae,Lophonectes,Lophonectes gallus
Pleuronectiformes,Bothidae,Lophonectes,Lophonectes mongonuiensis
Pleuronectiformes,Bothidae,Monolene,Monolene antillarum
Pleuronectiformes,Bothidae,Monolene,Monolene asaedae
Pleuronectiformes,Bothidae,Monolene,Monolene atrimana
Pleuronectiformes,Bothidae,Monolene,Monolene danae
Pleuronectiformes,Bothidae,Monolene,Monolene dubiosa
Pleuronectiformes,Bothidae,Monolene,Monolene helenensis
Pleuronectiformes,Bothidae,Monolene,Monolene maculipinna
Pleuronectiformes,Bothidae,Monolene,Monolene megalepis
Pleuronectiformes,Bothidae,Monolene,Monolene mertensi
Pleuronectiformes,Bothidae,Monolene,Monolene microstoma
Pleuronectiformes,Bothidae,Monolene,Monolene sessilicauda
Pleuronectiformes,Bothidae,Neolaeops,Neolaeops microphthalmus
Pleuronectiformes,Bothidae,Parabothus,Parabothus amaokai
Pleuronectiformes,Bothidae,Parabothus,Parabothus budkeri
Pleuronectiformes,Bothidae,Parabothus,Parabothus chlorospilus
Pleuronectiformes,Bothidae,Parabothus,Parabothus coarctatus
Pleuronectiformes,Bothidae,Parabothus,Parabothus filipes
Pleuronectiformes,Bothidae,Parabothus,Parabothus kiensis
Pleuronectiformes,Bothidae,Parabothus,Parabothus malhensis
Pleuronectiformes,Bothidae,Parabothus,Parabothus polylepis
Pleuronectiformes,Bothidae,Parabothus,Parabothus taiwanensis
Pleuronectiformes,Bothidae,Perissias,Perissias taeniopterus
Pleuronectiformes,Bothidae,Psettina,Psettina brevirictis
Pleuronectiformes,Bothidae,Psettina,Psettina filimana
Pleuronectiformes,Bothidae,Psettina,Psettina gigantea
Pleuronectiformes,Bothidae,Psettina,Psettina hainanensis
Pleuronectiformes,Bothidae,Psettina,Psettina iijimae
Pleuronectiformes,Bothidae,Psettina,Psettina multisquamea
Pleuronectiformes,Bothidae,Psettina,Psettina profunda
Pleuronectiformes,Bothidae,Psettina,Psettina senta
Pleuronectiformes,Bothidae,Psettina,Psettina tosana
Pleuronectiformes,Bothidae,Psettina,Psettina variegata
Pleuronectiformes,Bothidae,Taeniopsetta,Taeniopsetta ocellata
Pleuronectiformes,Bothidae,Taeniopsetta,Taeniopsetta radula
Pleuronectiformes,Bothidae,Tosarhombus,Tosarhombus brevis
Pleuronectiformes,Bothidae,Tosarhombus,Tosarhombus longimanus
Pleuronectiformes,Bothidae,Tosarhombus,Tosarhombus neocaledonicus
Pleuronectiformes,Bothidae,Tosarhombus,Tosarhombus nielseni
Pleuronectiformes,Bothidae,Tosarhombus,Tosarhombus octoculatus
Pleuronectiformes,Bothidae,Tosarhombus,Tosarhombus smithi
Pleuronectiformes,Bothidae,Trichopsetta,Trichopsetta caribbaea
Pleuronectiformes,Bothidae,Trichopsetta,Trichopsetta melasma
Pleuronectiformes,Bothidae,Trichopsetta,Trichopsetta orbisulcus
Pleuronectiformes,Bothidae,Trichopsetta,Trichopsetta ventralis
Pleuronectiformes,Citharidae,Brachypleura,Brachypleura novaezeelandiae
Pleuronectiformes,Citharidae,Citharoides,Citharoides axillaris
Pleuronectiformes,Citharidae,Citharoides,Citharoides macrolepidotus
Pleuronectiformes,Citharidae,Citharoides,Citharoides macrolepis
Pleuronectiformes,Citharidae,Citharoides,Citharoides orbitalis
Pleuronectiformes,Citharidae,Citharus,Citharus linguatula
Pleuronectiformes,Citharidae,Lepidoblepharon,Lepidoblepharon ophthalmolepis
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus abbreviatus
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus acaudatus
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus acutirostris
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus arel
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus attenuatus
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus bilineatus
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus broadhursti
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus browni
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus cadenati
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus canariensis
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus capensis
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus carpenteri
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus cynoglossus
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus dispar
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus dollfusi
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus dubius
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus durbanensis
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus feldmanni
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus gilchristi
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus gracilis
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus heterolepis
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus interruptus
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus itinus
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus joyneri
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus kapuasensis
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus kopsii
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus lachneri
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus lida
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus lighti
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus lineolatus
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus lingua
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus maccullochi
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus macrolepidotus
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus macrophthalmus
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus macrostomus
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus maculipinnis
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus marleyi
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus melampetalus
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus microlepis
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus monodi
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus monopus
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus nigropinnatus
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus ochiaii
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus ogilbyi
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus oligolepis
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus pottii
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus puncticeps
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus purpureomaculatus
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus robustus
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus roulei
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus sealarki
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus semifasciatus
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus semilaevis
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus senegalensis
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus sibogae
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus sinicus
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus sinusarabici
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus suyeni
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus trigrammus
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus trulla
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus waandersii
Pleuronectiformes,Cynoglossidae,Cynoglossus,Cynoglossus zanzibarensis
Pleuronectiformes,Cynoglossidae,Paraplagusia,Paraplagusia bilineata
Pleuronectiformes,Cynoglossidae,Paraplagusia,Paraplagusia blochii
Pleuronectiformes,Cynoglossidae,Paraplagusia,Paraplagusia guttata
Pleuronectiformes,Cynoglossidae,Paraplagusia,Paraplagusia japonica
Pleuronectiformes,Cynoglossidae,Paraplagusia,Paraplagusia longirostris
Pleuronectiformes,Cynoglossidae,Paraplagusia,Paraplagusia sinerama
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus arawak
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus atramentatus
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus atricaudus
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus australis
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus bathyspilus
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus billykrietei
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus callopterus
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus caribbeanus
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus chabanaudi
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus civitatium
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus diabolicus
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus diomedeanus
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus elongatus
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus fasciolaris
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus fuscus
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus gilesii
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus ginsburgi
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus gorgonae
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus hondoensis
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus insularis
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus jenynsi
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus kyaropterygium
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus leei
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus ligulatus
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus lubbocki
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus luzonensis
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus macrophthalmus
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus maculopinnis
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus maldivensis
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus marginatus
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus marmoratus
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus megasomus
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus melanurus
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus melasmatotheca
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus microlepis
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus microrhynchus
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus minor
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus monostigmus
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus multimaculatus
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus nebulosus
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus nigrescens
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus normani
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus novemfasciatus
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus ocellaris
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus ocellatus
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus oculellus
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus oligomerus
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus ommaspilus
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus orientalis
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus parvus
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus pelicanus
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus piger
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus plagiusa
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus plagusia
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus prolatinaris
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus pusillus
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus regani
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus reticulatus
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus rhytisma
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus schultzi
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus septemstriatus
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus stigmosus
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus strictus
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus tessellatus
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus thermophilus
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus trewavasae
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus trifasciatus
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus undatus
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus undecimplerus
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus urospilus
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus vanmelleae
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus variegatus
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus varius
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus williamsi
Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus woodmasoni
Pleuronectiformes,Paralichthodidae,Paralichthodes,Paralichthodes algoensis
Pleuronectiformes,Paralichthyidae,Ancylopsetta,Ancylopsetta antillarum
Pleuronectiformes,Paralichthyidae,Ancylopsetta,Ancylopsetta cycloidea
Pleuronectiformes,Paralichthyidae,Ancylopsetta,Ancylopsetta dendritica
Pleuronectiformes,Paralichthyidae,Ancylopsetta,Ancylopsetta dilecta
Pleuronectiformes,Paralichthyidae,Ancylopsetta,Ancylopsetta kumperae
Pleuronectiformes,Paralichthyidae,Ancylopsetta,Ancylopsetta microctenus
Pleuronectiformes,Paralichthyidae,Ancylopsetta,Ancylopsetta ommata
Pleuronectiformes,Paralichthyidae,Cephalopsetta,Cephalopsetta ventrocellatus
Pleuronectiformes,Paralichthyidae,Citharichthys,Citharichthys abbotti
Pleuronectiformes,Paralichthyidae,Citharichthys,Citharichthys amblybregmatus
Pleuronectiformes,Paralichthyidae,Citharichthys,Citharichthys arctifrons
Pleuronectiformes,Paralichthyidae,Citharichthys,Citharichthys arenaceus
Pleuronectiformes,Paralichthyidae,Citharichthys,Citharichthys cornutus
Pleuronectiformes,Paralichthyidae,Citharichthys,Citharichthys darwini
Pleuronectiformes,Paralichthyidae,Citharichthys,Citharichthys dinoceros
Pleuronectiformes,Paralichthyidae,Citharichthys,Citharichthys fragilis
Pleuronectiformes,Paralichthyidae,Citharichthys,Citharichthys gilberti
Pleuronectiformes,Paralichthyidae,Citharichthys,Citharichthys gnathus
Pleuronectiformes,Paralichthyidae,Citharichthys,Citharichthys gordae
Pleuronectiformes,Paralichthyidae,Citharichthys,Citharichthys gymnorhinus
Pleuronectiformes,Paralichthyidae,Citharichthys,Citharichthys macrops
Pleuronectiformes,Paralichthyidae,Citharichthys,Citharichthys mariajorisae
Pleuronectiformes,Paralichthyidae,Citharichthys,Citharichthys minutus
Pleuronectiformes,Paralichthyidae,Citharichthys,Citharichthys platophrys
Pleuronectiformes,Paralichthyidae,Citharichthys,Citharichthys sordidus
Pleuronectiformes,Paralichthyidae,Citharichthys,Citharichthys spilopterus
Pleuronectiformes,Paralichthyidae,Citharichthys,Citharichthys stampflii
Pleuronectiformes,Paralichthyidae,Citharichthys,Citharichthys stigmaeus
Pleuronectiformes,Paralichthyidae,Citharichthys,Citharichthys surinamensis
Pleuronectiformes,Paralichthyidae,Citharichthys,Citharichthys uhleri
Pleuronectiformes,Paralichthyidae,Citharichthys,Citharichthys valdezi
Pleuronectiformes,Paralichthyidae,Citharichthys,Citharichthys xanthostigma
Pleuronectiformes,Paralichthyidae,Cyclopsetta,Cyclopsetta chittendeni
Pleuronectiformes,Paralichthyidae,Cyclopsetta,Cyclopsetta fimbriata
Pleuronectiformes,Paralichthyidae,Cyclopsetta,Cyclopsetta panamensis
Pleuronectiformes,Paralichthyidae,Cyclopsetta,Cyclopsetta querna
Pleuronectiformes,Paralichthyidae,Etropus,Etropus ciadi
Pleuronectiformes,Paralichthyidae,Etropus,Etropus crossotus
Pleuronectiformes,Paralichthyidae,Etropus,Etropus cyclosquamus
Pleuronectiformes,Paralichthyidae,Etropus,Etropus delsmani delsmani
Pleuronectiformes,Paralichthyidae,Etropus,Etropus delsmani pacificus
Pleuronectiformes,Paralichthyidae,Etropus,Etropus ectenes
Pleuronectiformes,Paralichthyidae,Etropus,Etropus longimanus
Pleuronectiformes,Paralichthyidae,Etropus,Etropus microstomus
Pleuronectiformes,Paralichthyidae,Etropus,Etropus peruvianus
Pleuronectiformes,Paralichthyidae,Etropus,Etropus rimosus
Pleuronectiformes,Paralichthyidae,Gastropsetta,Gastropsetta frontalis
Pleuronectiformes,Paralichthyidae,Hippoglossina,Hippoglossina bollmani
Pleuronectiformes,Paralichthyidae,Hippoglossina,Hippoglossina macrops
Pleuronectiformes,Paralichthyidae,Hippoglossina,Hippoglossina montemaris
Pleuronectiformes,Paralichthyidae,Hippoglossina,Hippoglossina mystacium
Pleuronectiformes,Paralichthyidae,Hippoglossina,Hippoglossina oblonga
Pleuronectiformes,Paralichthyidae,Hippoglossina,Hippoglossina stomata
Pleuronectiformes,Paralichthyidae,Hippoglossina,Hippoglossina tetrophthalma
Pleuronectiformes,Paralichthyidae,Paralichthys,Paralichthys adspersus
Pleuronectiformes,Paralichthyidae,Paralichthys,Paralichthys aestuarius
Pleuronectiformes,Paralichthyidae,Paralichthys,Paralichthys albigutta
Pleuronectiformes,Paralichthyidae,Paralichthys,Paralichthys brasiliensis
Pleuronectiformes,Paralichthyidae,Paralichthys,Paralichthys californicus
Pleuronectiformes,Paralichthyidae,Paralichthys,Paralichthys delfini
Pleuronectiformes,Paralichthyidae,Paralichthys,Paralichthys dentatus
Pleuronectiformes,Paralichthyidae,Paralichthys,Paralichthys fernandezianus
Pleuronectiformes,Paralichthyidae,Paralichthys,Paralichthys isosceles
Pleuronectiformes,Paralichthyidae,Paralichthys,Paralichthys lethostigma
Pleuronectiformes,Paralichthyidae,Paralichthys,Paralichthys microps
Pleuronectiformes,Paralichthyidae,Paralichthys,Paralichthys olivaceus
Pleuronectiformes,Paralichthyidae,Paralichthys,Paralichthys orbignyanus
Pleuronectiformes,Paralichthyidae,Paralichthys,Paralichthys patagonicus
Pleuronectiformes,Paralichthyidae,Paralichthys,Paralichthys squamilentus
Pleuronectiformes,Paralichthyidae,Paralichthys,Paralichthys triocellatus
Pleuronectiformes,Paralichthyidae,Paralichthys,Paralichthys tropicus
Pleuronectiformes,Paralichthyidae,Paralichthys,Paralichthys woolmani
Pleuronectiformes,Paralichthyidae,Pseudorhombus,Pseudorhombus annulatus
Pleuronectiformes,Paralichthyidae,Pseudorhombus,Pseudorhombus argus
Pleuronectiformes,Paralichthyidae,Pseudorhombus,Pseudorhombus arsius
Pleuronectiformes,Paralichthyidae,Pseudorhombus,Pseudorhombus binii
Pleuronectiformes,Paralichthyidae,Pseudorhombus,Pseudorhombus cinnamoneus
Pleuronectiformes,Paralichthyidae,Pseudorhombus,Pseudorhombus ctenosquamis
Pleuronectiformes,Paralichthyidae,Pseudorhombus,Pseudorhombus diplospilus
Pleuronectiformes,Paralichthyidae,Pseudorhombus,Pseudorhombus dupliciocellatus
Pleuronectiformes,Paralichthyidae,Pseudorhombus,Pseudorhombus elevatus
Pleuronectiformes,Paralichthyidae,Pseudorhombus,Pseudorhombus javanicus
Pleuronectiformes,Paralichthyidae,Pseudorhombus,Pseudorhombus jenynsii
Pleuronectiformes,Paralichthyidae,Pseudorhombus,Pseudorhombus levisquamis
Pleuronectiformes,Paralichthyidae,Pseudorhombus,Pseudorhombus malayanus
Pleuronectiformes,Paralichthyidae,Pseudorhombus,Pseudorhombus megalops
Pleuronectiformes,Paralichthyidae,Pseudorhombus,Pseudorhombus micrognathus
Pleuronectiformes,Paralichthyidae,Pseudorhombus,Pseudorhombus natalensis
Pleuronectiformes,Paralichthyidae,Pseudorhombus,Pseudorhombus neglectus
Pleuronectiformes,Paralichthyidae,Pseudorhombus,Pseudorhombus oculocirris
Pleuronectiformes,Paralichthyidae,Pseudorhombus,Pseudorhombus oligodon
Pleuronectiformes,Paralichthyidae,Pseudorhombus,Pseudorhombus pentophthalmus
Pleuronectiformes,Paralichthyidae,Pseudorhombus,Pseudorhombus polyspilos
Pleuronectiformes,Paralichthyidae,Pseudorhombus,Pseudorhombus quinquocellatus
Pleuronectiformes,Paralichthyidae,Pseudorhombus,Pseudorhombus russellii
Pleuronectiformes,Paralichthyidae,Pseudorhombus,Pseudorhombus spinosus
Pleuronectiformes,Paralichthyidae,Pseudorhombus,Pseudorhombus tenuirastrum
Pleuronectiformes,Paralichthyidae,Pseudorhombus,Pseudorhombus triocellatus
Pleuronectiformes,Paralichthyidae,Syacium,Syacium guineensis
Pleuronectiformes,Paralichthyidae,Syacium,Syacium gunteri
Pleuronectiformes,Paralichthyidae,Syacium,Syacium latifrons
Pleuronectiformes,Paralichthyidae,Syacium,Syacium longidorsale
Pleuronectiformes,Paralichthyidae,Syacium,Syacium maculiferum
Pleuronectiformes,Paralichthyidae,Syacium,Syacium micrurum
Pleuronectiformes,Paralichthyidae,Syacium,Syacium ovale
Pleuronectiformes,Paralichthyidae,Syacium,Syacium papillosum
Pleuronectiformes,Paralichthyidae,Tarphops,Tarphops elegans
Pleuronectiformes,Paralichthyidae,Tarphops,Tarphops oligolepis
Pleuronectiformes,Paralichthyidae,Tephrinectes,Tephrinectes sinensis
Pleuronectiformes,Paralichthyidae,Thysanopsetta,Thysanopsetta naresi
Pleuronectiformes,Paralichthyidae,Xystreurys,Xystreurys liolepis
Pleuronectiformes,Paralichthyidae,Xystreurys,Xystreurys rasile
Pleuronectiformes,Pleuronectidae,Acanthopsetta,Acanthopsetta nadeshnyi
Pleuronectiformes,Pleuronectidae,Ammotretis,Ammotretis brevipinnis
Pleuronectiformes,Pleuronectidae,Ammotretis,Ammotretis elongatus
Pleuronectiformes,Pleuronectidae,Ammotretis,Ammotretis lituratus
Pleuronectiformes,Pleuronectidae,Ammotretis,Ammotretis macrolepis
Pleuronectiformes,Pleuronectidae,Ammotretis,Ammotretis rostratus
Pleuronectiformes,Pleuronectidae,Atheresthes,Atheresthes evermanni
Pleuronectiformes,Pleuronectidae,Atheresthes,Atheresthes stomias
Pleuronectiformes,Pleuronectidae,Azygopus,Azygopus pinnifasciatus
Pleuronectiformes,Pleuronectidae,Cleisthenes,Cleisthenes herzensteini
Pleuronectiformes,Pleuronectidae,Cleisthenes,Cleisthenes pinetorum
Pleuronectiformes,Pleuronectidae,Clidoderma,Clidoderma asperrimum
Pleuronectiformes,Pleuronectidae,Colistium,Colistium guntheri
Pleuronectiformes,Pleuronectidae,Colistium,Colistium nudipinnis
Pleuronectiformes,Pleuronectidae,Dexistes,Dexistes rikuzenius
Pleuronectiformes,Pleuronectidae,Embassichthys,Embassichthys bathybius
Pleuronectiformes,Pleuronectidae,Eopsetta,Eopsetta grigorjewi
Pleuronectiformes,Pleuronectidae,Eopsetta,Eopsetta jordani
Pleuronectiformes,Pleuronectidae,Glyptocephalus,Glyptocephalus cynoglossus
Pleuronectiformes,Pleuronectidae,Glyptocephalus,Glyptocephalus stelleri
Pleuronectiformes,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus
Pleuronectiformes,Pleuronectidae,Hippoglossoides,Hippoglossoides dubius
Pleuronectiformes,Pleuronectidae,Hippoglossoides,Hippoglossoides elassodon
Pleuronectiformes,Pleuronectidae,Hippoglossoides,Hippoglossoides platessoides
Pleuronectiformes,Pleuronectidae,Hippoglossoides,Hippoglossoides robustus
Pleuronectiformes,Pleuronectidae,Hippoglossus,Hippoglossus hippoglossus
