order,family,genus,genus.species
Pleuronectiformes,Pleuronectidae,Hippoglossus,Hippoglossus stenolepis
Pleuronectiformes,Pleuronectidae,Hypsopsetta,Hypsopsetta guttulata
Pleuronectiformes,Pleuronectidae,Hypsopsetta,Hypsopsetta macrocephala
Pleuronectiformes,Pleuronectidae,Isopsetta,Isopsetta isolepis
Pleuronectiformes,Pleuronectidae,Kareius,Kareius bicoloratus
Pleuronectiformes,Pleuronectidae,Lepidopsetta,Lepidopsetta bilineata
Pleuronectiformes,Pleuronectidae,Lepidopsetta,Lepidopsetta mochigarei
Pleuronectiformes,Pleuronectidae,Lepidopsetta,Lepidopsetta polyxystra
Pleuronectiformes,Pleuronectidae,Limanda,Limanda aspera
Pleuronectiformes,Pleuronectidae,Limanda,Limanda ferruginea
Pleuronectiformes,Pleuronectidae,Limanda,Limanda limanda
Pleuronectiformes,Pleuronectidae,Limanda,Limanda proboscidea
Pleuronectiformes,Pleuronectidae,Limanda,Limanda punctatissima
Pleuronectiformes,Pleuronectidae,Limanda,Limanda sakhalinensis
Pleuronectiformes,Pleuronectidae,Liopsetta,Liopsetta glacialis
Pleuronectiformes,Pleuronectidae,Liopsetta,Liopsetta pinnifasciata
Pleuronectiformes,Pleuronectidae,Lyopsetta,Lyopsetta exilis
Pleuronectiformes,Pleuronectidae,Marleyella,Marleyella bicolorata
Pleuronectiformes,Pleuronectidae,Marleyella,Marleyella maldivensis
Pleuronectiformes,Pleuronectidae,Microstomus,Microstomus achne
Pleuronectiformes,Pleuronectidae,Microstomus,Microstomus kitt
Pleuronectiformes,Pleuronectidae,Microstomus,Microstomus pacificus
Pleuronectiformes,Pleuronectidae,Microstomus,Microstomus shuntovi
Pleuronectiformes,Pleuronectidae,Nematops,Nematops grandisquamus
Pleuronectiformes,Pleuronectidae,Nematops,Nematops macrochirus
Pleuronectiformes,Pleuronectidae,Nematops,Nematops microstoma
Pleuronectiformes,Pleuronectidae,Nematops,Nematops nanosquama
Pleuronectiformes,Pleuronectidae,Parophrys,Parophrys vetulus
Pleuronectiformes,Pleuronectidae,Pelotretis,Pelotretis flavilatus
Pleuronectiformes,Pleuronectidae,Peltorhamphus,Peltorhamphus latus
Pleuronectiformes,Pleuronectidae,Peltorhamphus,Peltorhamphus novaezeelandiae
Pleuronectiformes,Pleuronectidae,Peltorhamphus,Peltorhamphus tenuis
Pleuronectiformes,Pleuronectidae,Platichthys,Platichthys flesus
Pleuronectiformes,Pleuronectidae,Platichthys,Platichthys stellatus
Pleuronectiformes,Pleuronectidae,Pleuronectes,Pleuronectes platessa
Pleuronectiformes,Pleuronectidae,Pleuronectes,Pleuronectes putnami
Pleuronectiformes,Pleuronectidae,Pleuronectes,Pleuronectes quadrituberculatus
Pleuronectiformes,Pleuronectidae,Pleuronichthys,Pleuronichthys coenosus
Pleuronectiformes,Pleuronectidae,Pleuronichthys,Pleuronichthys cornutus
Pleuronectiformes,Pleuronectidae,Pleuronichthys,Pleuronichthys decurrens
Pleuronectiformes,Pleuronectidae,Pleuronichthys,Pleuronichthys japonicus
Pleuronectiformes,Pleuronectidae,Pleuronichthys,Pleuronichthys ocellatus
Pleuronectiformes,Pleuronectidae,Pleuronichthys,Pleuronichthys ritteri
Pleuronectiformes,Pleuronectidae,Pleuronichthys,Pleuronichthys verticalis
Pleuronectiformes,Pleuronectidae,Psammodiscus,Psammodiscus ocellatus
Pleuronectiformes,Pleuronectidae,Psettichthys,Psettichthys melanostictus
Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,Pseudopleuronectes americanus
Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,Pseudopleuronectes herzensteini
Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,Pseudopleuronectes obscurus
Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,Pseudopleuronectes schrenki
Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,Pseudopleuronectes yokohamae
Pleuronectiformes,Pleuronectidae,Reinhardtius,Reinhardtius hippoglossoides
Pleuronectiformes,Pleuronectidae,Tanakius,Tanakius kitaharae
Pleuronectiformes,Pleuronectidae,Taratretis,Taratretis derwentensis
Pleuronectiformes,Pleuronectidae,Verasper,Verasper moseri
Pleuronectiformes,Pleuronectidae,Verasper,Verasper variegatus
Pleuronectiformes,Poecilopsettidae,Poecilopsetta,Poecilopsetta albomaculata
Pleuronectiformes,Poecilopsettidae,Poecilopsetta,Poecilopsetta beanii
Pleuronectiformes,Poecilopsettidae,Poecilopsetta,Poecilopsetta colorata
Pleuronectiformes,Poecilopsettidae,Poecilopsetta,Poecilopsetta dorsialta
Pleuronectiformes,Poecilopsettidae,Poecilopsetta,Poecilopsetta hawaiiensis
Pleuronectiformes,Poecilopsettidae,Poecilopsetta,Poecilopsetta inermis
Pleuronectiformes,Poecilopsettidae,Poecilopsetta,Poecilopsetta macrocephala
Pleuronectiformes,Poecilopsettidae,Poecilopsetta,Poecilopsetta multiradiata
Pleuronectiformes,Poecilopsettidae,Poecilopsetta,Poecilopsetta natalensis
Pleuronectiformes,Poecilopsettidae,Poecilopsetta,Poecilopsetta normani
Pleuronectiformes,Poecilopsettidae,Poecilopsetta,Poecilopsetta pectoralis
Pleuronectiformes,Poecilopsettidae,Poecilopsetta,Poecilopsetta plinthus
Pleuronectiformes,Poecilopsettidae,Poecilopsetta,Poecilopsetta praelonga
Pleuronectiformes,Poecilopsettidae,Poecilopsetta,Poecilopsetta vaynei
Pleuronectiformes,Poecilopsettidae,Poecilopsetta,Poecilopsetta zanzibarensis
Pleuronectiformes,Rhombosoleidae,Achiropsetta,Achiropsetta tricholepis
Pleuronectiformes,Rhombosoleidae,Mancopsetta,Mancopsetta maculata
Pleuronectiformes,Rhombosoleidae,Neoachiropsetta,Neoachiropsetta milfordi
Pleuronectiformes,Rhombosoleidae,Oncopterus,Oncopterus darwinii
Pleuronectiformes,Rhombosoleidae,Pseudomancopsetta,Pseudomancopsetta andriashevi
Pleuronectiformes,Rhombosoleidae,Rhombosolea,Rhombosolea leporina
Pleuronectiformes,Rhombosoleidae,Rhombosolea,Rhombosolea plebeia
Pleuronectiformes,Rhombosoleidae,Rhombosolea,Rhombosolea retiaria
Pleuronectiformes,Rhombosoleidae,Rhombosolea,Rhombosolea tapirina
Pleuronectiformes,Samaridae,Plagiopsetta,Plagiopsetta glossa
Pleuronectiformes,Samaridae,Plagiopsetta,Plagiopsetta gracilis
Pleuronectiformes,Samaridae,Plagiopsetta,Plagiopsetta stigmosa
Pleuronectiformes,Samaridae,Samaris,Samaris chesterfieldensis
Pleuronectiformes,Samaridae,Samaris,Samaris costae
Pleuronectiformes,Samaridae,Samaris,Samaris cristatus
Pleuronectiformes,Samaridae,Samaris,Samaris macrolepis
Pleuronectiformes,Samaridae,Samaris,Samaris spinea
Pleuronectiformes,Samaridae,Samariscus,Samariscus asanoi
Pleuronectiformes,Samaridae,Samariscus,Samariscus corallinus
Pleuronectiformes,Samaridae,Samariscus,Samariscus desoutterae
Pleuronectiformes,Samaridae,Samariscus,Samariscus filipectoralis
Pleuronectiformes,Samaridae,Samariscus,Samariscus huysmani
Pleuronectiformes,Samaridae,Samariscus,Samariscus inornatus
Pleuronectiformes,Samaridae,Samariscus,Samariscus japonicus
Pleuronectiformes,Samaridae,Samariscus,Samariscus latus
Pleuronectiformes,Samaridae,Samariscus,Samariscus leopardus
Pleuronectiformes,Samaridae,Samariscus,Samariscus longimanus
Pleuronectiformes,Samaridae,Samariscus,Samariscus luzonensis
Pleuronectiformes,Samaridae,Samariscus,Samariscus macrognathus
Pleuronectiformes,Samaridae,Samariscus,Samariscus maculatus
Pleuronectiformes,Samaridae,Samariscus,Samariscus multiradiatus
Pleuronectiformes,Samaridae,Samariscus,Samariscus neocaledonia
Pleuronectiformes,Samaridae,Samariscus,Samariscus nielseni
Pleuronectiformes,Samaridae,Samariscus,Samariscus sunieri
Pleuronectiformes,Samaridae,Samariscus,Samariscus triocellatus
Pleuronectiformes,Samaridae,Samariscus,Samariscus xenicus
Pleuronectiformes,Scophthalmidae,Lepidorhombus,Lepidorhombus boscii
Pleuronectiformes,Scophthalmidae,Lepidorhombus,Lepidorhombus whiffiagonis
Pleuronectiformes,Scophthalmidae,Phrynorhombus,Phrynorhombus norvegicus
Pleuronectiformes,Scophthalmidae,Scophthalmus,Scophthalmus aquosus
Pleuronectiformes,Scophthalmidae,Scophthalmus,Scophthalmus maeoticus
Pleuronectiformes,Scophthalmidae,Scophthalmus,Scophthalmus maximus
Pleuronectiformes,Scophthalmidae,Scophthalmus,Scophthalmus rhombus
Pleuronectiformes,Scophthalmidae,Zeugopterus,Zeugopterus punctatus
Pleuronectiformes,Scophthalmidae,Zeugopterus,Zeugopterus regius
Pleuronectiformes,Soleidae,Achiroides,Achiroides leucorhynchos
Pleuronectiformes,Soleidae,Achiroides,Achiroides melanorhynchus
Pleuronectiformes,Soleidae,Aesopia,Aesopia cornuta
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes albidus
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes auroculus
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes bahamondei
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes beauforti
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes borehami
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes brevirostris
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes chapleaui
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes cheni
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes corymbus
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes crypticus
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes cyaneus
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes cyclurus
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes diringeri
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes dubius
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes filiger
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes firmisquamis
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes guttulatus
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes haackeanus
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes heemstrai
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes heraldi
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes herrei
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes holcomi
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes jenny
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes kaianus
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes kimurai
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes kobensis
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes lateralis
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes lenisquamis
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes longipinnis
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes magnoculus
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes matsuurai
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes melanostictus
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes microlepidotus
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes nigrocirratus
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes normani
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes orientalis
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes pelvicus
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes ramsaii
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes satapoomini
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes senoui
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes sinusarabici
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes steinitzi
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes suzumotoi
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes texturatus
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes therese
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes umbratilis
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes whitakeri
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes winterbottomi
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes xenicus
Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes zizette
Pleuronectiformes,Soleidae,Austroglossus,Austroglossus microlepis
Pleuronectiformes,Soleidae,Austroglossus,Austroglossus pectoralis
Pleuronectiformes,Soleidae,Barnardichthys,Barnardichthys fulvomarginata
Pleuronectiformes,Soleidae,Bathysolea,Bathysolea lactea
Pleuronectiformes,Soleidae,Bathysolea,Bathysolea lagarderae
Pleuronectiformes,Soleidae,Bathysolea,Bathysolea polli
Pleuronectiformes,Soleidae,Bathysolea,Bathysolea profundicola
Pleuronectiformes,Soleidae,Brachirus,Brachirus aenea
Pleuronectiformes,Soleidae,Brachirus,Brachirus annularis
Pleuronectiformes,Soleidae,Brachirus,Brachirus aspilos
Pleuronectiformes,Soleidae,Brachirus,Brachirus dicholepis
Pleuronectiformes,Soleidae,Brachirus,Brachirus elongatus
Pleuronectiformes,Soleidae,Brachirus,Brachirus harmandi
Pleuronectiformes,Soleidae,Brachirus,Brachirus heterolepis
Pleuronectiformes,Soleidae,Brachirus,Brachirus macrolepis
Pleuronectiformes,Soleidae,Brachirus,Brachirus muelleri
Pleuronectiformes,Soleidae,Brachirus,Brachirus niger
Pleuronectiformes,Soleidae,Brachirus,Brachirus orientalis
Pleuronectiformes,Soleidae,Brachirus,Brachirus pan
Pleuronectiformes,Soleidae,Brachirus,Brachirus panoides
Pleuronectiformes,Soleidae,Brachirus,Brachirus selheimi
Pleuronectiformes,Soleidae,Brachirus,Brachirus siamensis
Pleuronectiformes,Soleidae,Brachirus,Brachirus sorsogonensis
Pleuronectiformes,Soleidae,Brachirus,Brachirus swinhonis
Pleuronectiformes,Soleidae,Brachirus,Brachirus villosus
Pleuronectiformes,Soleidae,Buglossidium,Buglossidium luteum
Pleuronectiformes,Soleidae,Dagetichthys,Dagetichthys lakdoensis
Pleuronectiformes,Soleidae,Dicologlossa,Dicologlossa cuneata
Pleuronectiformes,Soleidae,Dicologlossa,Dicologlossa hexophthalma
Pleuronectiformes,Soleidae,Heteromycteris,Heteromycteris capensis
Pleuronectiformes,Soleidae,Heteromycteris,Heteromycteris hartzfeldii
Pleuronectiformes,Soleidae,Heteromycteris,Heteromycteris japonicus
Pleuronectiformes,Soleidae,Heteromycteris,Heteromycteris matsubarai
Pleuronectiformes,Soleidae,Heteromycteris,Heteromycteris oculus
Pleuronectiformes,Soleidae,Heteromycteris,Heteromycteris proboscideus
Pleuronectiformes,Soleidae,Leptachirus,Leptachirus alleni
Pleuronectiformes,Soleidae,Leptachirus,Leptachirus bensbach
Pleuronectiformes,Soleidae,Leptachirus,Leptachirus darwinensis
Pleuronectiformes,Soleidae,Leptachirus,Leptachirus kikori
Pleuronectiformes,Soleidae,Leptachirus,Leptachirus klunzingeri
Pleuronectiformes,Soleidae,Leptachirus,Leptachirus lorentz
Pleuronectiformes,Soleidae,Leptachirus,Leptachirus polylepis
Pleuronectiformes,Soleidae,Leptachirus,Leptachirus robertsi
Pleuronectiformes,Soleidae,Leptachirus,Leptachirus triramus
Pleuronectiformes,Soleidae,Liachirus,Liachirus melanospilos
Pleuronectiformes,Soleidae,Liachirus,Liachirus whitleyi
Pleuronectiformes,Soleidae,Microchirus,Microchirus azevia
Pleuronectiformes,Soleidae,Microchirus,Microchirus boscanion
Pleuronectiformes,Soleidae,Microchirus,Microchirus frechkopi
Pleuronectiformes,Soleidae,Microchirus,Microchirus ocellatus
Pleuronectiformes,Soleidae,Microchirus,Microchirus theophila
Pleuronectiformes,Soleidae,Microchirus,Microchirus variegatus
Pleuronectiformes,Soleidae,Microchirus,Microchirus wittei
Pleuronectiformes,Soleidae,Monochirus,Monochirus hispidus
Pleuronectiformes,Soleidae,Monochirus,Monochirus trichodactylus
Pleuronectiformes,Soleidae,Paradicula,Paradicula setifer
Pleuronectiformes,Soleidae,Pardachirus,Pardachirus balius
Pleuronectiformes,Soleidae,Pardachirus,Pardachirus hedleyi
Pleuronectiformes,Soleidae,Pardachirus,Pardachirus marmoratus
Pleuronectiformes,Soleidae,Pardachirus,Pardachirus morrowi
Pleuronectiformes,Soleidae,Pardachirus,Pardachirus pavoninus
Pleuronectiformes,Soleidae,Pardachirus,Pardachirus poropterus
Pleuronectiformes,Soleidae,Pegusa,Pegusa cadenati
Pleuronectiformes,Soleidae,Pegusa,Pegusa impar
Pleuronectiformes,Soleidae,Pegusa,Pegusa lascaris
Pleuronectiformes,Soleidae,Pegusa,Pegusa nasuta
Pleuronectiformes,Soleidae,Pegusa,Pegusa triophthalma
Pleuronectiformes,Soleidae,Phyllichthys,Phyllichthys punctatus
Pleuronectiformes,Soleidae,Phyllichthys,Phyllichthys sclerolepis
Pleuronectiformes,Soleidae,Phyllichthys,Phyllichthys sejunctus
Pleuronectiformes,Soleidae,Pseudaesopia,Pseudaesopia japonica
Pleuronectiformes,Soleidae,Rendahlia,Rendahlia jaubertensis
Pleuronectiformes,Soleidae,Rhinosolea,Rhinosolea microlepidota
Pleuronectiformes,Soleidae,Solea,Solea aegyptiaca
Pleuronectiformes,Soleidae,Solea,Solea capensis
Pleuronectiformes,Soleidae,Solea,Solea elongata
Pleuronectiformes,Soleidae,Solea,Solea heinii
Pleuronectiformes,Soleidae,Solea,Solea ovata
Pleuronectiformes,Soleidae,Solea,Solea senegalensis
Pleuronectiformes,Soleidae,Solea,Solea solea
Pleuronectiformes,Soleidae,Solea,Solea stanalandi
Pleuronectiformes,Soleidae,Solea,Solea turbynei
Pleuronectiformes,Soleidae,Soleichthys,Soleichthys dori
Pleuronectiformes,Soleidae,Soleichthys,Soleichthys heterorhinos
Pleuronectiformes,Soleidae,Soleichthys,Soleichthys maculosus
Pleuronectiformes,Soleidae,Soleichthys,Soleichthys microcephalus
Pleuronectiformes,Soleidae,Soleichthys,Soleichthys oculofasciatus
Pleuronectiformes,Soleidae,Soleichthys,Soleichthys serpenpellis
Pleuronectiformes,Soleidae,Soleichthys,Soleichthys siammakuti
Pleuronectiformes,Soleidae,Soleichthys,Soleichthys tubiferus
Pleuronectiformes,Soleidae,Synaptura,Synaptura albomaculata
Pleuronectiformes,Soleidae,Synaptura,Synaptura cadenati
Pleuronectiformes,Soleidae,Synaptura,Synaptura commersonnii
Pleuronectiformes,Soleidae,Synaptura,Synaptura lusitanica lusitanica
Pleuronectiformes,Soleidae,Synaptura,Synaptura lusitanica nigromaculata
Pleuronectiformes,Soleidae,Synaptura,Synaptura marginata
Pleuronectiformes,Soleidae,Synaptura,Synaptura megalepidoura
Pleuronectiformes,Soleidae,Synaptura,Synaptura salinarum
Pleuronectiformes,Soleidae,Synapturichthys,Synapturichthys kleinii
Pleuronectiformes,Soleidae,Synclidopus,Synclidopus hogani
Pleuronectiformes,Soleidae,Synclidopus,Synclidopus macleayanus
Pleuronectiformes,Soleidae,Typhlachirus,Typhlachirus caecus
Pleuronectiformes,Soleidae,Vanstraelenia,Vanstraelenia chirophthalma
Pleuronectiformes,Soleidae,Zebrias,Zebrias altipinnis
Pleuronectiformes,Soleidae,Zebrias,Zebrias annandalei
Pleuronectiformes,Soleidae,Zebrias,Zebrias cancellatus
Pleuronectiformes,Soleidae,Zebrias,Zebrias captivus
Pleuronectiformes,Soleidae,Zebrias,Zebrias craticula
Pleuronectiformes,Soleidae,Zebrias,Zebrias crossolepis
Pleuronectiformes,Soleidae,Zebrias,Zebrias fasciatus
Pleuronectiformes,Soleidae,Zebrias,Zebrias keralensis
Pleuronectiformes,Soleidae,Zebrias,Zebrias lucapensis
Pleuronectiformes,Soleidae,Zebrias,Zebrias maculosus
Pleuronectiformes,Soleidae,Zebrias,Zebrias munroi
Pleuronectiformes,Soleidae,Zebrias,Zebrias penescalaris
Pleuronectiformes,Soleidae,Zebrias,Zebrias quagga
Pleuronectiformes,Soleidae,Zebrias,Zebrias regani
Pleuronectiformes,Soleidae,Zebrias,Zebrias scalaris
Pleuronectiformes,Soleidae,Zebrias,Zebrias synapturoides
Pleuronectiformes,Soleidae,Zebrias,Zebrias zebra
Pleuronectiformes,Soleidae,Zebrias,Zebrias zebrinus
Pleuronectiformes,Psettodidae,Psettodes,Psettodes belcheri
Pleuronectiformes,Psettodidae,Psettodes,Psettodes bennettii
Pleuronectiformes,Psettodidae,Psettodes,Psettodes erumei
Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus achilles
Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus albipectoralis
Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus auranticavus
Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus bahianus
Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus bariene
Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus blochii
Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus chirurgus
Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus chronixis
Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus coeruleus
Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus dussumieri
Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus fowleri
Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus gahhm
Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus grammoptilus
Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus guttatus
Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus japonicus
Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus leucocheilus
Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus leucopareius
Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus leucosternon
Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus lineatus
Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus maculiceps
Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus mata
Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus monroviae
Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus nigricans
Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus nigricauda
Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus nigrofuscus
Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus nigroris
Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus nubilus
Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus olivaceus
Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus polyzona
Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus pyroferus
Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus randalli
Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus reversus
Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus sohal
Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus tennentii
Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus thompsoni
Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus triostegus
